initial_value,final_value,total_return,sharpe_ratio,max_drawdown,total_trades,win_rate,total_pnl,avg_pnl,strategy_total_trades,strategy_win_rate
1000000.0,960860.4143107741,-0.03992613101876471,,4.422232568922593,13,15.384615384615385,-38834.87992422578,-3236.2399936854817,12,16.67
1000000.0,1039953.4572650953,0.03917595952213638,0.08269118679053523,7.009893163589836,13,38.46153846153847,48261.247525095394,4021.7706270912827,12,41.67
1000000.0,1023872.842216574,0.023592341383772093,,2.0686730396585187,4,25.0,26856.465476724075,8952.155158908025,3,33.33
1000000.0,968967.4407667792,-0.03152426851576934,,3.458233367568624,10,40.0,-24587.680147720872,-2731.9644608578747,9,44.44
1000000.0,1028802.8826330653,0.028395876434564336,,3.7336015317847915,11,45.45454545454545,7462.3506646392125,746.2350664639213,10,50.0
1000000.0,980065.2613435131,-0.02013611632708221,,2.3458753707748836,6,16.666666666666664,-19203.4393879769,-3840.68787759538,5,20.0
